src_ip,dst_ip,protocol,timestamp,src_port,dst_port,protocol_type
192.168.0.123,35.186.224.24,17,1722604032.191546,54552.0,443.0,UDP
192.168.0.123,35.186.224.24,6,1722604032.191709,52625.0,443.0,TCP
192.168.0.123,35.186.224.24,6,1722604032.191754,52625.0,443.0,TCP
192.168.0.123,35.186.224.24,6,1722604032.191782,52625.0,443.0,TCP
192.168.0.123,35.186.224.24,6,1722604032.191782,52625.0,443.0,TCP
192.168.0.123,35.186.224.24,6,1722604032.191782,52625.0,443.0,TCP
35.186.224.24,192.168.0.123,17,1722604032.228703,443.0,54552.0,UDP
35.186.224.24,192.168.0.123,6,1722604032.233276,443.0,52625.0,TCP
35.186.224.24,192.168.0.123,6,1722604032.233276,443.0,52625.0,TCP
35.186.224.24,192.168.0.123,6,1722604032.233276,443.0,52625.0,TCP
35.186.224.24,192.168.0.123,6,1722604032.233276,443.0,52625.0,TCP
35.186.224.24,192.168.0.123,6,1722604032.233276,443.0,52625.0,TCP
35.186.224.24,192.168.0.123,6,1722604032.233368,443.0,52625.0,TCP
192.168.0.123,35.186.224.24,6,1722604032.278256,52625.0,443.0,TCP
35.186.224.24,192.168.0.123,17,1722604032.290424,443.0,54552.0,UDP
35.186.224.24,192.168.0.123,17,1722604032.290577,443.0,54552.0,UDP
192.168.0.123,35.186.224.24,17,1722604032.290860,54552.0,443.0,UDP
35.186.224.24,192.168.0.123,17,1722604032.291541,443.0,54552.0,UDP
192.168.0.123,35.186.224.24,17,1722604032.292010,54552.0,443.0,UDP
35.186.224.24,192.168.0.123,17,1722604032.342329,443.0,54552.0,UDP
35.186.224.24,192.168.0.123,17,1722604032.342433,443.0,54552.0,UDP
192.168.0.123,35.186.224.24,17,1722604032.342559,54552.0,443.0,UDP
192.168.0.123,35.186.224.24,17,1722604032.342648,54552.0,443.0,UDP
35.186.224.24,192.168.0.123,17,1722604032.353052,443.0,54552.0,UDP
35.186.224.24,192.168.0.123,6,1722604032.385799,443.0,52625.0,TCP
192.168.0.123,35.186.224.24,6,1722604032.386405,52625.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604032.431982,443.0,52625.0,TCP
192.168.0.123,239.255.255.250,17,1722604032.546693,54554.0,1900.0,UDP
192.168.0.123,192.168.0.255,17,1722604033.120037,57621.0,57621.0,UDP
192.168.0.123,239.255.255.250,17,1722604033.556424,54554.0,1900.0,UDP
192.168.0.123,239.255.255.250,17,1722604034.564135,54554.0,1900.0,UDP
192.168.0.123,239.255.255.250,17,1722604035.578587,54554.0,1900.0,UDP
192.168.0.123,35.186.224.24,6,1722604041.732101,53141.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604041.790537,443.0,53141.0,TCP
192.168.0.123,192.168.0.1,17,1722604042.261990,51101.0,53.0,UDP
192.168.0.123,192.168.0.1,17,1722604042.262100,60489.0,53.0,UDP
192.168.0.1,192.168.0.123,17,1722604042.307560,53.0,51101.0,UDP
192.168.0.123,35.186.224.22,17,1722604042.325204,64653.0,443.0,UDP
192.168.0.123,35.186.224.22,17,1722604042.325252,64653.0,443.0,UDP
192.168.0.123,35.186.224.22,6,1722604042.325388,53094.0,443.0,TCP
192.168.0.123,35.186.224.22,6,1722604042.325412,53094.0,443.0,TCP
192.168.0.123,35.186.224.22,6,1722604042.325422,53094.0,443.0,TCP
192.168.0.1,192.168.0.123,17,1722604042.325629,53.0,60489.0,UDP
35.186.224.22,192.168.0.123,17,1722604042.383778,443.0,64653.0,UDP
35.186.224.22,192.168.0.123,6,1722604042.383852,443.0,53094.0,TCP
35.186.224.22,192.168.0.123,6,1722604042.383878,443.0,53094.0,TCP
35.186.224.22,192.168.0.123,6,1722604042.383890,443.0,53094.0,TCP
35.186.224.22,192.168.0.123,6,1722604042.383898,443.0,53094.0,TCP
192.168.0.123,35.186.224.22,6,1722604042.435127,53094.0,443.0,TCP
192.168.0.123,142.250.192.1,6,1722604042.435617,53142.0,443.0,TCP
35.186.224.22,192.168.0.123,17,1722604042.437448,443.0,64653.0,UDP
35.186.224.22,192.168.0.123,17,1722604042.437485,443.0,64653.0,UDP
35.186.224.22,192.168.0.123,17,1722604042.437493,443.0,64653.0,UDP
192.168.0.123,35.186.224.22,17,1722604042.437763,64653.0,443.0,UDP
192.168.0.123,35.186.224.22,17,1722604042.438033,64653.0,443.0,UDP
142.250.192.1,192.168.0.123,6,1722604042.503345,443.0,53142.0,TCP
35.186.224.22,192.168.0.123,17,1722604042.503345,443.0,64653.0,UDP
35.186.224.22,192.168.0.123,17,1722604042.503345,443.0,64653.0,UDP
35.186.224.22,192.168.0.123,6,1722604042.503345,443.0,53094.0,TCP
35.186.224.22,192.168.0.123,6,1722604042.503345,443.0,53094.0,TCP
35.186.224.22,192.168.0.123,6,1722604042.503345,443.0,53094.0,TCP
192.168.0.123,35.186.224.22,6,1722604042.503431,53094.0,443.0,TCP
35.186.224.22,192.168.0.123,17,1722604042.504157,443.0,64653.0,UDP
192.168.0.123,35.186.224.22,17,1722604042.504250,64653.0,443.0,UDP
192.168.0.123,35.186.224.22,17,1722604042.504335,64653.0,443.0,UDP
192.168.0.123,35.186.224.22,6,1722604042.504421,53094.0,443.0,TCP
192.168.0.123,35.186.224.22,6,1722604042.504447,53094.0,443.0,TCP
192.168.1.1,239.255.255.250,17,1722604042.531748,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604042.532560,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604042.533248,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604042.534079,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604042.534979,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604042.535882,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604042.536647,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604042.537489,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604042.538343,1900.0,1900.0,UDP
35.186.224.22,192.168.0.123,6,1722604042.548468,443.0,53094.0,TCP
192.168.0.123,35.186.224.24,6,1722604044.104320,53143.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604044.154580,443.0,53143.0,TCP
192.168.0.123,199.232.214.248,6,1722604044.292908,53126.0,443.0,TCP
192.168.0.123,199.232.210.248,6,1722604044.355906,53145.0,443.0,TCP
192.168.0.123,199.232.210.248,6,1722604044.355911,53144.0,443.0,TCP
199.232.214.248,192.168.0.123,6,1722604044.359391,443.0,53126.0,TCP
199.232.210.248,192.168.0.123,6,1722604044.422550,443.0,53144.0,TCP
199.232.210.248,192.168.0.123,6,1722604044.423640,443.0,53145.0,TCP
192.168.0.123,35.186.224.40,6,1722604048.034720,52427.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604048.100690,443.0,52427.0,TCP
35.186.224.40,192.168.0.123,6,1722604048.209332,443.0,52427.0,TCP
192.168.0.123,35.186.224.40,6,1722604048.251882,52427.0,443.0,TCP
192.168.0.1,224.0.0.1,2,1722604050.798018,,,
192.168.0.1,224.0.0.251,2,1722604051.145217,,,
192.168.0.1,228.8.8.8,2,1722604052.590226,,,
192.168.0.1,224.0.0.252,2,1722604053.175997,,,
192.168.0.123,35.186.224.22,6,1722604053.780328,52569.0,443.0,TCP
35.186.224.22,192.168.0.123,6,1722604053.839982,443.0,52569.0,TCP
192.168.0.123,35.186.224.40,6,1722604054.084574,52635.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604054.126294,443.0,52635.0,TCP
35.186.224.40,192.168.0.123,6,1722604054.235404,443.0,52635.0,TCP
192.168.0.123,35.186.224.40,6,1722604054.276232,52635.0,443.0,TCP
192.168.0.1,224.0.0.2,2,1722604056.485907,,,
142.250.192.1,192.168.0.123,6,1722604057.032541,443.0,53142.0,TCP
192.168.0.123,142.250.192.1,6,1722604057.032852,53142.0,443.0,TCP
142.250.192.1,192.168.0.123,6,1722604057.074223,443.0,53142.0,TCP
192.168.0.123,142.250.192.1,6,1722604057.074265,53142.0,443.0,TCP
192.168.0.123,192.168.0.1,17,1722604057.226738,59246.0,53.0,UDP
192.168.0.123,192.168.0.1,17,1722604057.226853,62951.0,53.0,UDP
192.168.0.123,52.37.252.164,6,1722604057.227023,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604057.227054,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604057.227069,53044.0,443.0,TCP
192.168.0.1,192.168.0.123,17,1722604057.276676,53.0,59246.0,UDP
192.168.0.1,192.168.0.123,17,1722604057.277823,53.0,62951.0,UDP
192.168.0.1,239.255.255.250,2,1722604057.416175,,,
52.37.252.164,192.168.0.123,6,1722604057.625852,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604057.625852,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604057.626075,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604057.626094,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604057.626116,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604057.626665,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604057.634838,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604057.634868,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604058.031123,443.0,53044.0,TCP
192.168.0.123,192.168.0.1,17,1722604062.211492,64520.0,53.0,UDP
192.168.0.123,192.168.0.1,17,1722604062.211629,61380.0,53.0,UDP
192.168.0.1,192.168.0.123,17,1722604062.344237,53.0,64520.0,UDP
192.168.0.1,192.168.0.123,17,1722604062.345121,53.0,61380.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.346084,60662.0,443.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.346142,60662.0,443.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.346266,60662.0,443.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.388728,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.462803,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.462803,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.462803,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.462803,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.462898,443.0,60662.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.463360,60662.0,443.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.463551,60662.0,443.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.463582,60662.0,443.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.504872,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.505266,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.505374,443.0,60662.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.505496,60662.0,443.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.639784,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.639878,443.0,60662.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.640096,60662.0,443.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.667383,60662.0,443.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.705011,443.0,60662.0,UDP
192.168.0.123,192.168.0.255,17,1722604063.179256,57621.0,57621.0,UDP
192.168.0.123,20.198.119.143,6,1722604063.317520,49410.0,443.0,TCP
20.198.119.143,192.168.0.123,6,1722604063.362492,443.0,49410.0,TCP
192.168.1.1,239.255.255.250,17,1722604072.531194,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.531953,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.533221,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.533221,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.534268,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.535178,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.536010,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.537386,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.537386,1900.0,1900.0,UDP
192.168.0.123,35.186.224.24,6,1722604077.433487,52625.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604077.480273,443.0,52625.0,TCP
192.168.0.123,35.186.224.40,6,1722604079.037745,52427.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604079.086955,443.0,52427.0,TCP
35.186.224.40,192.168.0.123,6,1722604079.196234,443.0,52427.0,TCP
192.168.0.123,35.186.224.40,6,1722604079.240033,52427.0,443.0,TCP
192.168.0.123,35.186.224.40,6,1722604084.237180,52635.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604084.278700,443.0,52635.0,TCP
35.186.224.40,192.168.0.123,6,1722604084.387364,443.0,52635.0,TCP
192.168.0.123,35.186.224.40,6,1722604084.439674,52635.0,443.0,TCP
192.168.0.123,224.0.0.251,17,1722604086.325721,5353.0,5353.0,UDP
192.168.0.123,239.255.255.250,17,1722604086.780998,63853.0,1900.0,UDP
192.168.0.123,35.186.224.24,6,1722604086.794530,53141.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604086.858729,443.0,53141.0,TCP
192.168.0.123,35.186.224.22,6,1722604087.558804,53094.0,443.0,TCP
35.186.224.22,192.168.0.123,6,1722604087.622468,443.0,53094.0,TCP
192.168.0.123,52.37.252.164,6,1722604087.640717,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604087.640784,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604087.640805,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604087.992452,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604087.992452,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604087.992452,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604087.992452,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604088.035797,53044.0,443.0,TCP
192.168.0.123,192.168.0.1,17,1722604088.087568,60584.0,53.0,UDP
192.168.0.1,192.168.0.123,17,1722604088.155448,53.0,60584.0,UDP
192.168.0.123,35.186.224.24,6,1722604089.160907,53143.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604089.206086,443.0,53143.0,TCP
192.168.0.123,199.232.214.248,6,1722604089.363254,53126.0,443.0,TCP
192.168.0.1,239.255.255.250,17,1722604089.397838,48219.0,1900.0,UDP
192.168.0.1,239.255.255.250,17,1722604089.397838,48219.0,1900.0,UDP
192.168.0.1,239.255.255.250,17,1722604089.397838,48219.0,1900.0,UDP
192.168.0.1,239.255.255.250,17,1722604089.398386,48219.0,1900.0,UDP
192.168.0.1,239.255.255.250,17,1722604089.401564,48219.0,1900.0,UDP
192.168.0.1,239.255.255.250,17,1722604089.401564,48219.0,1900.0,UDP
192.168.0.1,239.255.255.250,17,1722604089.401564,48219.0,1900.0,UDP
192.168.0.1,239.255.255.250,17,1722604089.401564,48219.0,1900.0,UDP
192.168.0.123,199.232.210.248,6,1722604089.425301,53145.0,443.0,TCP
192.168.0.123,199.232.210.248,6,1722604089.425317,53144.0,443.0,TCP
199.232.214.248,192.168.0.123,6,1722604089.429363,443.0,53126.0,TCP
192.168.0.123,192.168.0.1,17,1722604089.498597,60584.0,53.0,UDP
199.232.210.248,192.168.0.123,6,1722604089.519433,443.0,53144.0,TCP
199.232.210.248,192.168.0.123,6,1722604089.519602,443.0,53145.0,TCP
192.168.0.1,192.168.0.123,17,1722604089.563961,53.0,60584.0,UDP
192.168.0.123,20.189.173.8,6,1722604089.564878,53155.0,443.0,TCP
192.168.0.123,104.199.240.237,6,1722604089.610846,52429.0,4070.0,TCP
104.199.240.237,192.168.0.123,6,1722604089.880116,4070.0,52429.0,TCP
20.189.173.8,192.168.0.123,6,1722604089.880116,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604089.880206,53155.0,443.0,TCP
192.168.0.123,20.189.173.8,6,1722604089.880881,53155.0,443.0,TCP
192.168.0.123,104.199.240.237,6,1722604089.921559,52429.0,4070.0,TCP
52.37.252.164,192.168.0.123,6,1722604090.147674,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604090.147674,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604090.147740,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604090.148566,53044.0,443.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.150513,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.150548,53155.0,443.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.150575,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.150585,53155.0,443.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.150594,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.154109,53155.0,443.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.429033,443.0,53155.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.431180,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.431196,53155.0,443.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.433533,53155.0,443.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.433579,53155.0,443.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.433643,53155.0,443.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.433702,53155.0,443.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.433702,53155.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604090.594480,443.0,53044.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.698721,443.0,53155.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.698721,443.0,53155.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.699389,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.744950,53155.0,443.0,TCP
20.189.173.8,192.168.0.123,6,1722604091.012961,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604091.015479,53155.0,443.0,TCP
20.189.173.8,192.168.0.123,6,1722604091.287549,443.0,53155.0,TCP
20.189.173.8,192.168.0.123,6,1722604091.287549,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604091.287583,53155.0,443.0,TCP
192.168.0.123,20.189.173.8,6,1722604091.287611,53155.0,443.0,TCP
192.168.0.123,192.168.0.1,17,1722604093.179336,60584.0,53.0,UDP
192.168.0.123,192.168.0.255,17,1722604093.209516,57621.0,57621.0,UDP
192.168.0.1,192.168.0.123,17,1722604093.257564,53.0,60584.0,UDP
192.168.0.123,35.186.224.22,6,1722604098.851656,52569.0,443.0,TCP
35.186.224.22,192.168.0.123,6,1722604098.893972,443.0,52569.0,TCP
192.168.1.1,239.255.255.250,17,1722604102.530481,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.531258,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.532943,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.532943,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.534119,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.535220,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.535220,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.536368,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.537375,1900.0,1900.0,UDP
192.168.0.123,35.186.224.40,6,1722604110.020071,52427.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604110.153555,443.0,52427.0,TCP
35.186.224.40,192.168.0.123,6,1722604110.255275,443.0,52427.0,TCP
192.168.0.123,35.186.224.40,6,1722604110.306530,52427.0,443.0,TCP
192.168.0.123,35.186.224.40,6,1722604114.401284,52635.0,443.0,TCP
192.168.0.123,35.186.224.40,6,1722604114.680992,52635.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604114.713625,443.0,52635.0,TCP
35.186.224.40,192.168.0.123,6,1722604114.766236,443.0,52635.0,TCP
35.186.224.40,192.168.0.123,6,1722604114.766236,443.0,52635.0,TCP
192.168.0.123,35.186.224.40,6,1722604114.809107,52635.0,443.0,TCP
192.168.0.123,192.168.0.1,17,1722604120.162148,63308.0,53.0,UDP
192.168.0.123,192.168.0.1,17,1722604120.162283,49335.0,53.0,UDP
192.168.0.123,52.37.252.164,6,1722604120.162490,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604120.162528,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604120.162544,53044.0,443.0,TCP
192.168.0.1,192.168.0.123,17,1722604120.225157,53.0,63308.0,UDP
192.168.0.1,192.168.0.123,17,1722604120.285957,53.0,49335.0,UDP
52.37.252.164,192.168.0.123,6,1722604120.512063,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604120.512063,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604120.512063,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604120.525144,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604120.525187,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604120.525217,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604120.525732,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604120.944462,443.0,53044.0,TCP
192.168.0.123,35.186.224.24,17,1722604122.199806,61812.0,443.0,UDP
192.168.0.123,35.186.224.24,17,1722604122.199862,61812.0,443.0,UDP
192.168.0.123,35.186.224.24,6,1722604122.200023,52625.0,443.0,TCP
192.168.0.123,35.186.224.24,6,1722604122.200058,52625.0,443.0,TCP
192.168.0.123,35.186.224.24,6,1722604122.200083,52625.0,443.0,TCP
192.168.0.123,35.186.224.24,17,1722604122.323245,61812.0,443.0,UDP
35.186.224.24,192.168.0.123,17,1722604122.323392,443.0,61812.0,UDP
35.186.224.24,192.168.0.123,6,1722604122.323392,443.0,52625.0,TCP
35.186.224.24,192.168.0.123,6,1722604122.323392,443.0,52625.0,TCP
35.186.224.24,192.168.0.123,6,1722604122.323392,443.0,52625.0,TCP
35.186.224.24,192.168.0.123,6,1722604122.323392,443.0,52625.0,TCP
192.168.0.123,35.186.224.24,6,1722604122.323500,52625.0,443.0,TCP
35.186.224.24,192.168.0.123,17,1722604122.390176,443.0,61812.0,UDP
35.186.224.24,192.168.0.123,17,1722604122.390238,443.0,61812.0,UDP
35.186.224.24,192.168.0.123,17,1722604122.390249,443.0,61812.0,UDP
192.168.0.123,35.186.224.24,17,1722604122.390650,61812.0,443.0,UDP
192.168.0.123,35.186.224.24,17,1722604122.391091,61812.0,443.0,UDP
35.186.224.24,192.168.0.123,17,1722604122.426591,443.0,61812.0,UDP
192.168.0.123,35.186.224.24,17,1722604122.426904,61812.0,443.0,UDP
35.186.224.24,192.168.0.123,17,1722604122.517391,443.0,61812.0,UDP
35.186.224.24,192.168.0.123,17,1722604122.517391,443.0,61812.0,UDP
35.186.224.24,192.168.0.123,17,1722604122.517391,443.0,61812.0,UDP
192.168.0.123,35.186.224.24,17,1722604122.517720,61812.0,443.0,UDP
192.168.0.123,35.186.224.24,17,1722604122.517785,61812.0,443.0,UDP
35.186.224.24,192.168.0.123,6,1722604122.604539,443.0,52625.0,TCP
192.168.0.123,35.186.224.24,6,1722604122.605063,52625.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604122.734605,443.0,52625.0,TCP
192.168.0.123,192.168.0.255,17,1722604123.241274,57621.0,57621.0,UDP
192.168.0.123,35.186.224.24,6,1722604131.872682,53141.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604131.920990,443.0,53141.0,TCP
192.168.1.1,239.255.255.250,17,1722604132.536680,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536680,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536680,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536680,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536680,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536680,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536680,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536887,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536887,1900.0,1900.0,UDP
192.168.0.123,35.186.224.22,6,1722604132.634917,53094.0,443.0,TCP
35.186.224.22,192.168.0.123,6,1722604132.679129,443.0,53094.0,TCP
192.168.0.123,35.186.224.24,6,1722604134.206811,53143.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604134.322672,443.0,53143.0,TCP
192.168.0.123,199.232.214.248,6,1722604134.441184,53126.0,443.0,TCP
199.232.214.248,192.168.0.123,6,1722604134.520326,443.0,53126.0,TCP
192.168.0.123,199.232.210.248,6,1722604134.534873,53144.0,443.0,TCP
192.168.0.123,199.232.210.248,6,1722604134.536486,53145.0,443.0,TCP
199.232.210.248,192.168.0.123,6,1722604134.601302,443.0,53144.0,TCP
199.232.210.248,192.168.0.123,6,1722604134.602429,443.0,53145.0,TCP
192.168.0.123,35.186.224.40,6,1722604141.013221,52427.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604141.076963,443.0,52427.0,TCP
35.186.224.40,192.168.0.123,6,1722604141.193839,443.0,52427.0,TCP
192.168.0.123,35.186.224.40,6,1722604141.249129,52427.0,443.0,TCP
20.198.119.143,192.168.0.123,6,1722604142.938012,443.0,49410.0,TCP
192.168.0.123,20.198.119.143,6,1722604142.945908,49410.0,443.0,TCP
192.168.0.123,157.240.237.60,6,1722604142.998065,53123.0,443.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.001080,53156.0,5222.0,TCP
20.198.119.143,192.168.0.123,6,1722604143.045256,443.0,49410.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.064576,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.064636,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.065102,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.104968,5222.0,53156.0,TCP
192.168.0.123,157.240.237.60,6,1722604143.305243,53123.0,443.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.314042,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.314042,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.314086,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.339075,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.432190,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.440338,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.440392,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.440402,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.440818,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.440885,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.440955,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.441015,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.441805,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.496461,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.496461,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.496461,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.496461,5222.0,53156.0,TCP
